sku,name,price,image_filenames,primary_image,product_url
0BF04O,Small white color pop painting,,0BF04O_0.png|0BF04O_1.jpg,0BF04O_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0BF04O
0BF04P,Gray/Pink/Black abstract painting,,0BF04P_0.png|0BF04P_1.jpg,0BF04P_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0BF04P
0BF04Q,Yellow Red on Black Fusion painting,,0BF04Q_0.png|0BF04Q_1.jpg,0BF04Q_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0BF04Q
0BF04R,Orange Mustard Drip painting,,0BF04R_0.png|0BF04R_1.jpg,0BF04R_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0BF04R
0CA00B,Brick Owl,,0CA00B_0.png|0CA00B_1.jpg,0CA00B_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0CA00B
0040WR,Metal Yard Cowboy,,0040WR_0.png|0040WR_1.jpg,0040WR_0.png,https://bowenstreet.ricoconsign.com/store/product/Outside/0040WR
02G079,Scale lightergone,,02G079_0.png|02G079_1.jpg|02G079_2.jpg,02G079_0.png,https://bowenstreet.ricoconsign.com/store/product/Outside/02G079
05O010,Small wood splitter,,05O010_0.png|05O010_1.jpg,05O010_0.png,https://bowenstreet.ricoconsign.com/store/product/Outside/05O010
05O011,Medium wood splitter,,05O011_0.png|05O011_1.jpg,05O011_0.png,https://bowenstreet.ricoconsign.com/store/product/Outside/05O011
0AP00J,Stone/wood birdhouse,,0AP00J_0.png|0AP00J_1.jpg|0AP00J_2.jpg|0AP00J_3.jpg|0AP00J_4.jpg|0AP00J_5.jpg|0AP00J_6.jpg|0AP00J_7.jpg|0AP00J_8.jpg,0AP00J_0.png,https://bowenstreet.ricoconsign.com/store/product/Outside/0AP00J
0B003Y,Moon spinner -booth 64,,0B003Y_0.png|0B003Y_1.jpeg,0B003Y_0.png,https://bowenstreet.ricoconsign.com/store/product/Outside/0B003Y
0B0040,Plant sun catcher -booth 64,,0B0040_0.png|0B0040_1.jpeg,0B0040_0.png,https://bowenstreet.ricoconsign.com/store/product/Outside/0B0040
02G05E,SIZE 8 A JEANS h,,02G05E_0.png|02G05E_1.jpg,02G05E_0.png,https://bowenstreet.ricoconsign.com/store/product/Second%20hand%20clothes/02G05E
0AP049,Croched Bag,,0AP049_0.png|0AP049_1.jpg|0AP049_2.jpg,0AP049_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0AP049
0AP04B,Crocheted Bag,,0AP04B_0.png|0AP04B_1.jpg|0AP04B_2.jpg,0AP04B_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0AP04B
0AP04C,Crocheted Bag,,0AP04C_0.png|0AP04C_1.jpg|0AP04C_2.jpg,0AP04C_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0AP04C
0B100S,Magnet 1  Booth 64,,0B100S_0.png|0B100S_1.jpg,0B100S_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0B100S
0BZ028,Scoopable Wax - lilac & willow,,0BZ028_0.png|0BZ028_1.png,0BZ028_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ028
0BZ02A,Scoopable Wax- sandalwood & orris,,0BZ02A_0.png,0BZ02A_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ02A
0BZ02B,Scoopable Wax- Wisconsin Campfire,,0BZ02B_0.png|0BZ02B_1.jpeg,0BZ02B_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ02B
0BZ02C,Scoopable Wax- the sorceress,,0BZ02C_0.png|0BZ02C_1.jpeg,0BZ02C_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ02C
0BZ02D,Scoopable Wax- Velvet Patchouli,,0BZ02D_0.png|0BZ02D_1.jpeg,0BZ02D_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ02D
0BZ02E,Scoopable Wax- Orange & Clove,,0BZ02E_0.png|0BZ02E_1.jpeg,0BZ02E_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ02E
0BZ02G,Scoopable Wax- French Kiss,,0BZ02G_0.png|0BZ02G_1.jpeg,0BZ02G_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ02G
0BZ02I,carpet Freshener Private Study,,0BZ02I_0.png|0BZ02I_1.jpeg,0BZ02I_0.png,https://bowenstreet.ricoconsign.com/store/product/Specialty%20Items/0BZ02I
0B0033,Sarcastic stickers 2 64,,0B0033_0.png|0B0033_1.jpg,0B0033_0.png,https://bowenstreet.ricoconsign.com/store/product/Stickers/0B0033
0B0034,Sarcastic stickers 3 64,,0B0034_0.png|0B0034_1.jpg|0B0034_2.jpg|0B0034_3.jpg,0B0034_0.png,https://bowenstreet.ricoconsign.com/store/product/Stickers/0B0034
0B0037,Christmas stickers 64,,0B0037_0.png|0B0037_1.jpg,0B0037_0.png,https://bowenstreet.ricoconsign.com/store/product/Stickers/0B0037
0B003I,Valentine stickers 3,,0B003I_0.png|0B003I_1.jpg,0B003I_0.png,https://bowenstreet.ricoconsign.com/store/product/Stickers/0B003I
0B100P,Halloween stickers laminated 1739 #64,,0B100P_0.png|0B100P_1.jpg,0B100P_0.png,https://bowenstreet.ricoconsign.com/store/product/Stickers/0B100P
0B100Q,Positivity laminated stickers  1739 #64,,0B100Q_0.png|0B100Q_1.jpg,0B100Q_0.png,https://bowenstreet.ricoconsign.com/store/product/Stickers/0B100Q
0B100R,Sarcasm laminated stickers 1739 #64,,0B100R_0.png|0B100R_1.jpg,0B100R_0.png,https://bowenstreet.ricoconsign.com/store/product/Stickers/0B100R
0050BI,Bird houses & feeders (1),,0050BI_0.png|0050BI_1.png,0050BI_0.png,https://bowenstreet.ricoconsign.com/store/product/Studio%20Class/0050BI
0050BK,Garden Chairs,,0050BK_0.png|0050BK_1.png,0050BK_0.png,https://bowenstreet.ricoconsign.com/store/product/Studio%20Class/0050BK
03R0CY,20 Cardstock tags,,03R0CY_0.png|03R0CY_1.jpg,03R0CY_0.png,https://bowenstreet.ricoconsign.com/store/product/Upcycled%20Items/03R0CY
03R0CZ,Asst tags,,03R0CZ_0.png|03R0CZ_1.jpg,03R0CZ_0.png,https://bowenstreet.ricoconsign.com/store/product/Upcycled%20Items/03R0CZ
04H00S,Bird Jewelry Dish,,04H00S_0.png|04H00S_1.jpeg,04H00S_0.png,https://bowenstreet.ricoconsign.com/store/product/Upcycled%20Items/04H00S
00G0HX,Child’s Wooden Rocking Chair,,00G0HX_0.png|00G0HX_1.jpg,00G0HX_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage%20Furniture/00G0HX
02S051,"Vanity bench, Sheboygan Co.",,02S051_0.png|02S051_1.jpg,02S051_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage%20Furniture/02S051
0040X1,William Yeoward Crystal Bowl,,0040X1_0.png|0040X1_1.jpeg|0040X1_2.jpeg|0040X1_3.jpeg,0040X1_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0040X1
01D09B,Ashtray,,01D09B_0.png|01D09B_1.jpg,01D09B_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/01D09B
01D09C,Ashtray,,01D09C_0.png|01D09C_1.jpg|01D09C_2.jpg,01D09C_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/01D09C
01I0UW,Federal Glass “Diana” Console Bowl,,01I0UW_0.png|01I0UW_1.jpg|01I0UW_2.jpg|01I0UW_3.jpg,01I0UW_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/01I0UW
0CB00M,Set of Two Easter Rabbit Bunny Decor Small Planter Votive Candle Holders. Booth 39.,,0CB00M_0.png|0CB00M_1.jpg|0CB00M_2.jpg,0CB00M_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0CB00M
0CB00P,Pink Ceramic Lantern with Hanger.,,0CB00P_0.png|0CB00P_1.jpg|0CB00P_2.jpg,0CB00P_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0CB00P
0CB00Q,1950's Made in Japan Eternal Harvest Design Creamer (or Gravy Boat) & Sugar Set.,,0CB00Q_0.png|0CB00Q_1.jpg|0CB00Q_2.jpg|0CB00Q_3.jpg,0CB00Q_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0CB00Q
0CB00R,"Whimsical 4""×4""White Cat Red Photo Frame Black Paw Prints",,0CB00R_0.png|0CB00R_1.jpg|0CB00R_2.jpg,0CB00R_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0CB00R
0CB00S,Wizard of Oz 8 Oz. Coffee Cup. Toto Dorothy,,0CB00S_0.png|0CB00S_1.jpg|0CB00S_2.jpg,0CB00S_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0CB00S
0CB00T,ENGLISH RURAL SCENES Collectible Decorative Plate,,0CB00T_0.png|0CB00T_1.jpg|0CB00T_2.jpg,0CB00T_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0CB00T
0CB00W,2017 Licensed Blizzard Overwatch Heroes Coffee Mug,,0CB00W_0.png|0CB00W_1.jpg|0CB00W_2.jpg|0CB00W_3.jpg,0CB00W_0.png,https://bowenstreet.ricoconsign.com/store/product/Vintage/0CB00W
