sku,name,price,image_filenames,primary_image,product_url
0BF06F,Lia Sophia Cloud Nine bracelet,,0BF06F_0.png|0BF06F_1.jpg|0BF06F_2.jpg,0BF06F_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06F
0BF06G,Lia Sophia Greek Isle pendant,,0BF06G_0.png|0BF06G_1.jpg,0BF06G_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06G
0BF06H,Lia Sophia Greek Isle bracelet,,0BF06H_0.png|0BF06H_1.jpg,0BF06H_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06H
0BF06I,Lia Sophia Harvest Moon necklace,,0BF06I_0.png|0BF06I_1.jpg|0BF06I_2.jpg,0BF06I_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06I
0BF06J,Lia Sophia Cimaron necklace,,0BF06J_0.png|0BF06J_1.jpg,0BF06J_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06J
0BF06K,Lia sophia Mokita necklace,,0BF06K_0.png|0BF06K_1.jpg,0BF06K_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06K
0BF06L,Lia Sophia Natural Charm necklace,,0BF06L_0.png|0BF06L_1.jpg|0BF06L_2.jpg,0BF06L_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06L
0BF06M,Lia Sophia Dainty necklace,,0BF06M_0.png|0BF06M_1.jpg,0BF06M_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06M
0BF06N,Park Lane necklace,,0BF06N_0.png|0BF06N_1.jpg,0BF06N_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06N
0BF06O,"Abalone Tungsten ring, size 5.5",,0BF06O_0.png|0BF06O_1.jpg|0BF06O_2.jpg,0BF06O_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06O
0BF06P,"Abalone Tungsten ring, size 6.5",,0BF06P_0.png|0BF06P_1.jpg|0BF06P_2.jpg,0BF06P_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0BF06P
0C600B,Earrings,,0C600B_0.png|0C600B_1.jpeg,0C600B_0.png,https://bowenstreet.ricoconsign.com/store/product/Jewelry/0C600B
0B001U,Blue boho texture - booth 64,,0B001U_0.png|0B001U_1.jpeg,0B001U_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0B001U
0B001Z,All Eyes  - booth 64,,0B001Z_0.png|0B001Z_1.jpeg,0B001Z_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0B001Z
0B002I,Bubbles paint Pour  - booth 64,,0B002I_0.png|0B002I_1.jpeg|0B002I_2.jpeg,0B002I_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0B002I
0B003O,Vintage cheese drum 11 inch + wide - booth 64,,0B003O_0.png|0B003O_1.jpeg|0B003O_2.jpeg,0B003O_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0B003O
0B004I,Resin pot -booth 64,,0B004I_0.png|0B004I_1.jpeg|0B004I_2.jpeg|0B004I_3.jpeg,0B004I_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0B004I
0B004J,Resin small pot - booth 64,,0B004J_0.png|0B004J_1.jpeg|0B004J_2.jpeg,0B004J_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0B004J
0B004K,Stone pot -booth 64,,0B004K_0.png|0B004K_1.jpeg|0B004K_2.jpeg,0B004K_0.png,https://bowenstreet.ricoconsign.com/store/product/Original%20Art/0B004K
